rank,doc_id,filename,tier_final,comp_final,robust_t1,avg_score_carefirst,avg_score_ai_governance,avg_score_intersection,avg_score_evidentiary,intersection_clipped,contested,comp_claude,tier_claude,comp_gpt,tier_gpt,original_path
1184,4b70f855abc550f4509fd2306fb909bfa64a91d89580d5e3d6310b4027c96d8f,2023-10-17_184862_Board_Letter_23-3721_184862.pdf,2,3.725,False,0.0,9.0,1.0,7.5,False,False,3.6,2,3.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-17_184862_Board_Letter_23-3721_184862.pdf
1185,524bef8f3eb50811997ff0b3b3e1b900c20efc024f842de9ed1e835d7c4a22ae,2022-11-15_174778_Motion_by_Supervisors_Solis_and_Kuehl_22-4205_b3ba5c3a-3245-4b19-8698-4e5954a3a4a9.pdf,2,3.725,False,5.5,1.0,3.0,7.0,False,False,4.8,2,2.65,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-11-15_174778_Motion_by_Supervisors_Solis_and_Kuehl_22-4205_b3ba5c3a-3245-4b19-8698-4e5954a3a4a9.pdf
1186,57e587cca0c3f89ba61cc098cfd8eeced50cd932002ed0f501940ca94d40092c,2021-12-07_164006_DOHS_Board_Letter_21-4622_164006.pdf,2,3.725,False,8.5,0.5,1.0,7.5,False,False,3.3,3,4.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-12-07_164006_DOHS_Board_Letter_21-4622_164006.pdf
1187,5c6c416666bc3ed2f5b51e725ff5739c7c2dd2629471c19f2e773fa762267d0e,2024-04-09_190212_Revised_motion_by_Supervisors_Horvath_and_Mitchell_24-1240_190212.pdf,2,3.725,False,4.5,3.0,4.0,3.0,False,False,2.8,3,4.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-09_190212_Revised_motion_by_Supervisors_Horvath_and_Mitchell_24-1240_190212.pdf
1188,60a7b35effddf66aacfb4d9ade1b08f678347bf4cfdaad285c82ebaab8851149,2025-06-17_204271_Motion_by_Supervisor_Barger_Exempt_From_Cluster_25-3441_204271.pdf,2,3.725,False,5.0,2.5,2.5,6.5,False,False,3.95,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-17_204271_Motion_by_Supervisor_Barger_Exempt_From_Cluster_25-3441_204271.pdf
1189,634e8668a58f1dd9ad4adb2c3b778b0ac110e6ea6675133845e7e97883268e7c,2025-09-23_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_9232025_1193629.pdf,2,3.725,False,2.5,6.0,2.0,6.0,False,False,2.5,3,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-09-23_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_9232025_1193629.pdf
1190,74db88fd5a00750dc343127a4df7db58e2bba276efc4a3e2d3c319879722f1f4,2021-06-08_158947_Report_17-3026_158947.pdf,2,3.725,False,3.0,2.5,3.5,7.5,False,True,5.8,2,1.65,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-06-08_158947_Report_17-3026_158947.pdf
1191,8ae24f842df826331ed798da1e011411a4bb329f7c28fb56fa9c2202cb988521,2024-03-06_188960_Board_Letter_24-0772_188960.pdf,2,3.725,False,3.5,5.5,2.5,4.0,False,True,1.45,3,6.0,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-03-06_188960_Board_Letter_24-0772_188960.pdf
1192,97e958f779a77ae8370b57d6d4516ec11584cad7ccf3bfa40ee1e825e6eeeb52,2021-09-15_161430_DOMH_Board_Letter_21-3435_161430.pdf,2,3.725,False,2.5,3.0,3.5,7.5,False,True,5.65,2,1.8,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-09-15_161430_DOMH_Board_Letter_21-3435_161430.pdf
1193,ad97585f685605eec700a2f43c2d97567533bd2e76de95d18db315ca8070802e,2020-09-15_148825_REPORT_20-4944_148825.pdf,2,3.725,False,8.0,1.0,1.0,7.5,False,False,3.7,2,3.75,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-09-15_148825_REPORT_20-4944_148825.pdf
1194,b861c97e658966287d355079108d7f427df25398101e7cbae13d23029023882f,2025-02-11_203802_Family_and_Social_Services_Cluster_Meeting_Agenda_25-0008_203802.pdf,2,3.725,False,5.0,2.5,2.5,6.5,False,True,5.35,2,2.1,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_203802_Family_and_Social_Services_Cluster_Meeting_Agenda_25-0008_203802.pdf
1195,bbcccf2d23f4b2d507527672b0817cf34c7ba5232d6bba8d4b35c6c3ec4cfa31,2025-01-07_198851_Board_Letter_25-0144_198851.pdf,2,3.725,False,3.5,5.0,2.0,6.0,False,True,0.9,4,6.55,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-07_198851_Board_Letter_25-0144_198851.pdf
1196,c7208a4252cef4e987b24cf335ecc2786a5df95ed83274f4059b738753c89517,2024-04-09_190148_Motion_by_Supervisor_Solis_24-1287_190148.pdf,2,3.725,False,7.5,1.5,2.5,4.0,False,False,3.95,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-09_190148_Motion_by_Supervisor_Solis_24-1287_190148.pdf
1197,cf769c1ef18915c2e9901c1e3ea341427a9323c6bb47e991276ba85d871437e8,2021-01-26_153584_Single_SOP_12621_21-0538_153584.pdf,2,3.725,False,7.0,1.0,3.0,4.5,False,False,3.75,2,3.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-01-26_153584_Single_SOP_12621_21-0538_153584.pdf
1198,f211a2f2314aa0a9143564caca21937c82a99e34e407cb36c7ee3b6bc3844e0e,2025-06-23_204390_Board_Letter_25-3443_204390.pdf,2,3.725,False,5.0,2.5,2.5,6.5,False,False,5.05,2,2.4,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-23_204390_Board_Letter_25-3443_204390.pdf
1199,f366c5fcf1e494d29d0cf3072dfdf7b3b6a4af97867eec2253b18f95cc0845fe,2025-12-02_210125_Motion_by_Supervisor_Horvath_Updates_Following_Cluster_25-6408_210125.pdf,2,3.725,False,4.5,3.0,2.5,6.5,False,True,0.75,4,6.7,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-02_210125_Motion_by_Supervisor_Horvath_Updates_Following_Cluster_25-6408_210125.pdf
1200,f705de0e39ee7de8308d2de9151fbd05bc5126214f0b05661e9fc5f5f7a02049,2021-06-08_159548_Single_SOP_21-2338_159548.pdf,2,3.725,False,3.5,2.5,4.0,5.5,False,True,5.6,2,1.85,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-06-08_159548_Single_SOP_21-2338_159548.pdf
1201,f8014bc12bb3241c221818c84b1f38d0bcec87878c858e172d64188564c878d5,2020-03-10_144556_HLSJH_Motion_20-1766_144556.pdf,2,3.725,False,5.5,2.5,3.0,4.5,False,False,3.25,3,4.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-03-10_144556_HLSJH_Motion_20-1766_144556.pdf
1202,2f5bb7438312b517c39d8765ba77f7c32d07ca8601156b47ec9997cb4de9defa,2022-01-25_165602_Public_Comment_22-0436_165602.pdf,2,3.7,False,6.0,1.0,3.0,6.0,True,False,4.35,2,4.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-01-25_165602_Public_Comment_22-0436_165602.pdf
1203,120f893cb1e83491f4742cf871f99d0aca2c1432d77318c1cb763a0abed1c25b,2025-07-15_204676_Board_Letter_25-3614_204676.pdf,2,3.7,False,2.5,3.5,3.5,6.5,False,True,6.5,1,0.9,4,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-07-15_204676_Board_Letter_25-3614_204676.pdf
1204,14ba09d0a9bde049239609f3947caf6c3d2eae2c86ef6f19f9182684c497e1e5,2024-02-06_188245_Powerpoint_Presentation_24-0024_188245.pdf,2,3.7,False,4.0,2.5,4.0,4.5,False,True,5.95,2,1.45,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-02-06_188245_Powerpoint_Presentation_24-0024_188245.pdf
1205,24055b0a18b9f92966a0bae63c00ed31769e1eeb2958657deafc2e63371948eb,2024-11-26_197477_Board_Letter_24-5285_197477.pdf,2,3.7,False,1.5,7.0,1.5,7.0,False,False,3.2,3,4.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-11-26_197477_Board_Letter_24-5285_197477.pdf
1206,25a01554ddd6e27e9bff7c39342a1a996c81de4c538a5a6dfcc5a7f5383bfd1f,2026-03-17_214507_Executed_Document_26-1594_214507.pdf,2,3.7,False,3.0,3.5,2.5,8.0,False,True,5.9,2,1.5,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-03-17_214507_Executed_Document_26-1594_214507.pdf
1207,2b324d1eb351422cb7ac546c1e845cded2d6ed83568f5b864e7da715ea542ebc,2023-10-03_184602_Board_Letter_23-3633_184602.pdf,2,3.7,False,9.0,0.5,1.0,6.5,False,False,2.6,3,4.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-03_184602_Board_Letter_23-3633_184602.pdf
1208,3c1f11d4a8962d676718b54ab509f6ee833d4ace001a914df3a5feb6b38a228a,2025-04-15_201731_Board_Letter_25-1912_201731.pdf,2,3.7,False,4.0,1.5,3.0,8.5,False,False,3.1,3,4.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-15_201731_Board_Letter_25-1912_201731.pdf
1209,3db4b75c75096182c8528c1e054751833fae0f5273fe8760c946cb52c48ffb47,2025-02-04_199625_Board_Letter_25-0564_199625.pdf,2,3.7,False,3.5,3.0,2.5,8.0,False,False,2.45,3,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-04_199625_Board_Letter_25-0564_199625.pdf
1210,3e0e4583e08c649fedb4e2bcf9d1ce4096831131e8207a3a5b3eec6d88c379ae,2023-10-17_185001_Board_Letter_23-3730_185001.pdf,2,3.7,False,0.0,9.0,0.5,8.5,False,False,3.55,2,3.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-17_185001_Board_Letter_23-3730_185001.pdf
1211,44f2f54cf79ad215c801901815910a40411d40a83f591a1ae9c46c5869930e9f,2026-03-03_213122_Board_Letter_26-1251_213122.pdf,2,3.7,False,5.5,1.0,2.5,8.0,False,False,2.65,3,4.75,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-03-03_213122_Board_Letter_26-1251_213122.pdf
1212,466fa105f7dc888a9523a5384ebc4d01be2b2b5a4946fc607713a7e16f875542,2025-02-04_199607_Board_Letter_25-0554_199607.pdf,2,3.7,False,7.0,0.5,2.0,7.5,False,False,2.7,3,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-04_199607_Board_Letter_25-0554_199607.pdf
1213,6367af659078bb1826f517f6c0709bf0e8e455e8b886305af53f0ce5ae18a543,2022-07-12_170803_Revised_motion_by_Supervisors_Mitchell_and_Solis_22-2658_170803.pdf,2,3.7,False,5.0,2.0,3.0,6.0,False,False,4.9,2,2.5,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-07-12_170803_Revised_motion_by_Supervisors_Mitchell_and_Solis_22-2658_170803.pdf
1214,6fa36f9fc1a566b3ecc9921ecfbd51e8f71999167fd2752068f7f34ab8e179af,2023-09-12_183654_Board_Letter_23-3131_183654.pdf,2,3.7,False,3.0,4.5,2.0,7.5,False,True,1.9,3,5.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-12_183654_Board_Letter_23-3131_183654.pdf
1215,744881443f81699244a90f223eaa604befa1b06e94f84761023f026c69549188,2024-03-19_189832_SOP_24-1004_189832.pdf,2,3.7,False,6.0,3.0,2.0,5.0,False,True,2.1,3,5.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-03-19_189832_SOP_24-1004_189832.pdf
1216,74e5cc787cfd62c90a8b896780d1287c5cccf9a8bd98efc9da170bdad9a2cc05,2026-02-13_211666_Operations_Cluster_Meeting_Transcript_26-0366_211666.pdf,2,3.7,False,3.5,4.0,3.5,4.0,False,False,5.2,2,2.2,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2026-02-13_211666_Operations_Cluster_Meeting_Transcript_26-0366_211666.pdf
1217,7dc5cc0f9630c9d7d065aa114fc2c272bdedf584996cda609ad839fe1bdcc1b0,2023-04-18_04-18-23_Board_Meeting_Transcript_C_1141969.pdf,2,3.7,False,4.0,4.5,1.5,7.0,False,True,5.35,2,2.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2023-04-18_04-18-23_Board_Meeting_Transcript_C_1141969.pdf
1218,852b0c09fdedeebcc0ca7208000082b98430ecd869f5a67bd2bce7b93de4c7ab,2025-06-03_203420_Motion_by_Supervisor_Hahn_25-2642_203420.pdf,2,3.7,False,2.5,4.0,4.0,4.5,False,False,3.1,3,4.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203420_Motion_by_Supervisor_Hahn_25-2642_203420.pdf
1219,9af74f6f906b9f3c8a955e74b1008babec9bbdcc237930c4cb9cd7b0de186c43,2022-10-04_173204_Report_22-3553_173204.pdf,2,3.7,False,0.0,7.0,1.5,9.5,False,False,4.35,2,3.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-10-04_173204_Report_22-3553_173204.pdf
1220,9be0026014057da2f5532bb70ee6f71685d0feeeee2bde76256f16d95ef708f5,2024-11-26_197680_Motion_by_Supervisor_Hahn_24-5528_197680.pdf,2,3.7,False,4.5,1.0,3.0,8.5,False,False,3.45,3,3.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-11-26_197680_Motion_by_Supervisor_Hahn_24-5528_197680.pdf
1221,bdf367eb0997035d2b40591411c92a10e8f7665fc9caa63afd1da86b9266a99a,2021-01-05_151723_Report_21-0130_151723.pdf,2,3.7,False,5.0,2.5,3.5,4.0,False,True,5.35,2,2.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-01-05_151723_Report_21-0130_151723.pdf
1222,daca912d92d986517c76e1b085b1c844e813f360b0e6f33445fb3a815da6b0ad,2022-10-18_173654_Report_13-0268_173654.pdf,2,3.7,False,4.5,1.5,3.5,6.5,False,False,3.1,3,4.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-10-18_173654_Report_13-0268_173654.pdf
1223,e056b723ebe48ebbf8d4ef28b2b292cbfd564a7351070bb41694c76cf3ff7515,2024-12-17_198361_Board_Letter_24-5896_198361.pdf,2,3.7,False,3.0,5.0,2.5,5.5,False,True,1.75,3,5.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-17_198361_Board_Letter_24-5896_198361.pdf
1224,f9db6dee26ce4a917f393824f901907a71168a58e43aead2e426a009c0903c79,2025-03-04_200946_Presentation_24-5636_200946.pdf,2,3.7,False,6.0,2.5,3.0,3.5,False,False,2.4,3,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-03-04_200946_Presentation_24-5636_200946.pdf
1225,fe41fcd3e397efb2e8df3934ce83835311dd84ab36b37e330486d0e8d34f1458,2020-09-15_148682_PUBLIC_COMMENT_20-4823_148682.pdf,2,3.7,False,6.0,2.5,3.0,3.5,False,False,4.8,2,2.6,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-09-15_148682_PUBLIC_COMMENT_20-4823_148682.pdf
1226,fefd6dad53e4926fe31217d10b594ccc81853ff4eb2a277d2580c56f9d693cf8,2021-01-26_153208_SKHJM_Motion_21-0481_153208.pdf,2,3.7,False,2.5,5.0,3.5,4.0,False,True,1.25,3,6.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-01-26_153208_SKHJM_Motion_21-0481_153208.pdf
1227,d933195ce5f48affaf489c9cbba1ceacde233ea25da69290d38ece760930965a,MA-IS-2440091 Executed.pdf,2,3.7,False,1,6,3,6,False,False,3.7,2,,,C:\Users\Matheus.Ligeiro\Claude Code\Policy Research\Batch 2\Public Record Request\26-196_2026-04-21 01_36_47 -0700\MA-IS-2440091 Executed.pdf
1228,b5e66e104cec90598475da8aeb98d78b5eb2a156652347aac5401a3739800bbc,2025-05-27_203140_Board_Letter_25-2282_203140.pdf,2,3.7,False,0,6,2,10,False,False,3.7,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-27_203140_Board_Letter_25-2282_203140.pdf
1229,4b3ec926b5eac68bf6de66be33bcaa0fd166774e6f2df7269abe2b15bfd66e0b,2023-10-03_184507_Public_CommentCorrespondence_23-3523_184507.pdf,2,3.7,False,10,0,0,8,False,False,,,3.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-03_184507_Public_CommentCorrespondence_23-3523_184507.pdf
1230,82d3d3aeb03f2fc3b518e1dd86e38bc2f03b02cfb2321b236c27861b8bd3705d,2021-05-18_158477_Report_51821_21-2098_158477.pdf,2,3.675,False,0.5,6.5,2.5,7.0,True,False,2.55,3,5.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-05-18_158477_Report_51821_21-2098_158477.pdf
1231,2543c8fefc20d9e0f6d1fb652fea96a88398f998019d5c50e153901862e2106b,2021-05-04_158089_Report_5421_21-1943_158089.pdf,2,3.675,False,1.5,5.0,3.5,5.5,True,False,3.35,3,4.35,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-05-04_158089_Report_5421_21-1943_158089.pdf
1232,4fb6f0feab5dca6bd4b60c148674ec4bd846899eb4a948b84024259ad4f31bf0,2020-07-07_146977_HSKB_MOTION_20-3434_146977.pdf,2,3.675,False,8.0,1.0,3.0,2.5,True,False,3.05,3,4.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-07-07_146977_HSKB_MOTION_20-3434_146977.pdf
1233,594d9a73f565480405e47ea70e04c35e3b47231fb480b7143c0e7bbd7fcae0be,2023-12-19_187084_SOP_23-4509_187084.pdf,2,3.675,False,6.5,1.0,3.0,5.0,True,False,3.0,3,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_187084_SOP_23-4509_187084.pdf
1234,e49a3a33e9b09e74461b38b6f969166eb0c89238bcee795d605374708fc39f47,2025-04-01_201622_Motion_by_Supervisor_Solis_25-1796_201622.pdf,2,3.675,False,5.0,1.5,3.5,5.5,True,False,3.55,2,4.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-01_201622_Motion_by_Supervisor_Solis_25-1796_201622.pdf
1235,0344411a0088a13d46affecec4a03c8d3e16716fe0ecb48d5647038b6882b8d7,2021-07-27_160432_KBHLS_Motion_21-2809b_160432.pdf,2,3.675,False,7.0,2.5,2.0,4.0,False,False,4.0,2,3.35,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-27_160432_KBHLS_Motion_21-2809b_160432.pdf
1236,05ee4f8572f78773377bf0b871f14dc2548eda2ae259d613906c93f66ae31d88,2025-01-07_199009_Motion_by_Supervisors_Solis_and_Hahn_25-0194_199009.pdf,2,3.675,False,3.0,4.5,3.0,5.0,False,False,2.2,3,5.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-07_199009_Motion_by_Supervisors_Solis_and_Hahn_25-0194_199009.pdf
1237,09e0cf80edd2b9896cc9a566e96529f247b344a68adf5f218aba2742377a9a7a,2024-08-06_194279_Public_CommentCorrespondence_24-3310_194279.pdf,2,3.675,False,4.5,2.0,3.5,5.5,False,False,4.35,2,3.0,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194279_Public_CommentCorrespondence_24-3310_194279.pdf
1238,0d80aa20cb5a88674dc4d120ef06268d88870cf871a71de69388870d7b9708a0,2022-05-17_168807_PROB_22-1831_168807.pdf,2,3.675,False,4.5,2.5,2.5,7.0,False,False,4.65,2,2.7,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-05-17_168807_PROB_22-1831_168807.pdf
1239,21c536f2cfecf107abf40c64bd478297b0318ee273c6625f3d2e88ff4ab3fd0a,2023-09-12_184150_Report_23-3051_184150.pdf,2,3.675,False,9.0,0.0,0.0,9.5,False,False,4.0,2,3.35,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-12_184150_Report_23-3051_184150.pdf
1240,2b12366715e3a191cb45bc0159e66464825397416ae94cdb4b1c50698b8ca08e,2025-11-18_Statement_of_Proceedings_11182025_1196997.pdf,2,3.675,False,3.5,4.0,3.0,5.0,False,True,0.55,4,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-11-18_Statement_of_Proceedings_11182025_1196997.pdf
1241,3045a69fb843c11225c0a3823210f919c4e73fff57e34dfe8a146d2938599ccf,2024-03-19_189290_Board_Letter_24-0935_189290.pdf,2,3.675,False,3.0,5.0,3.5,3.0,False,True,5.4,2,1.95,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-03-19_189290_Board_Letter_24-0935_189290.pdf
1242,4e0e1605bb129edc3e85bd15a46ecf991325940bbe30de20e9863204ef3444e0,2025-03-25_201876_Motion_by_Supervisor_Horvath_25-1505_201876.pdf,2,3.675,False,3.0,3.0,3.0,7.5,False,False,2.75,3,4.6,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-03-25_201876_Motion_by_Supervisor_Horvath_25-1505_201876.pdf
1243,5f7b391640009a4cb0fd0f8eea9aa11da762cedc632d7e9e929b1f3f5dd705a7,ENABLING CONNECTIONS AND ACCESS TO LOS ANGELES COUNTY.pdf,2,3.675,False,2.5,4.0,3.5,5.5,False,True,6.3,1,1.05,3,C:\Users\Matheus.Ligeiro\scrap_page\board_comms\ENABLING CONNECTIONS AND ACCESS TO LOS ANGELES COUNTY.pdf
1244,63cea074dd038dce3858ac49cbfda461b7330e50cd37df17cfc1fe6bec56e6a2,2023-07-25_183460_SOP_23-2651_183460.pdf,2,3.675,False,6.0,2.0,2.0,6.5,False,False,3.25,3,4.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-07-25_183460_SOP_23-2651_183460.pdf
1245,7784526ca01b0c9c9357a4b2bcbdc905a979981d1d5bebf0679c68569159c047,2023-01-10_176495_Public_CommentCorrespondence_22-3462_176495.pdf,2,3.675,False,3.0,4.5,3.0,5.0,False,True,5.2,2,2.15,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-01-10_176495_Public_CommentCorrespondence_22-3462_176495.pdf
1246,790264d2df4d4715e0b84b96fdfe0f0e3aebd4d2b68c42af18a4e74bf54c7b0e,2021-11-16_163726_Report_21-4472_163726.pdf,2,3.675,False,5.0,1.5,2.0,9.0,False,False,2.65,3,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-11-16_163726_Report_21-4472_163726.pdf
1247,a6c709ec3d03a40592c45d37a92dbc28dc3eb983d8f4e1834c0fbeba9b170d3a,2023-11-07_185779_Five-Signature_Letter_23-4057_185779.pdf,2,3.675,False,6.5,0.5,2.5,7.0,False,False,2.3,3,5.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-11-07_185779_Five-Signature_Letter_23-4057_185779.pdf
1248,b6e525f04a9c2a5935f383bf86fd3839d298f95193d9d92fd53d8cd4ccac184f,GenAI Systems Contract Requirements - County Draft.pdf,2,3.675,False,0.0,8.5,1.0,8.0,False,False,3.85,2,3.5,2,C:\Users\Matheus.Ligeiro\Claude Code\Policy Research\Batch 2\Public Record Request\Attachment B\GenAI Systems Contract Requirements - County Draft.pdf
1249,c7ff8b7945d3bd02b41034fa68249b0eaabf8b114c6295030ac3be46e866a3c8,2023-02-28_178111_Report_13-0268_178111.pdf,2,3.675,False,9.5,0.0,0.5,7.5,False,False,3.5,2,3.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-02-28_178111_Report_13-0268_178111.pdf
1250,ca587d6b8ab0adaa66eeeaef62fdb4fdd08e44f8d2f1360cafc4c58d772eede0,2025-06-03_203276_Board_Letter_25-2870_203276.pdf,2,3.675,False,2.0,3.0,3.5,8.0,False,False,2.4,3,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203276_Board_Letter_25-2870_203276.pdf
1251,cf3d602917574aee3b2447baf03fcc4953913efee0da00782b4b59b1cb75d273,2024-09-24_196077_Revised_motion_by_Supervisors_Hahn_and_Solis_24-4210_196077.pdf,2,3.675,False,4.0,4.5,2.5,4.5,False,True,0.45,4,6.9,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_196077_Revised_motion_by_Supervisors_Hahn_and_Solis_24-4210_196077.pdf
1252,d60856bc80c0ad00077f132eb16ea85779acd252c99bedca4108a4e518113dca,2023-03-21_Statement_of_Proceedings_for_3212023_1139669.pdf,2,3.675,False,1.5,5.5,2.5,7.0,False,False,4.65,2,2.7,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2023-03-21_Statement_of_Proceedings_for_3212023_1139669.pdf
1253,d74df7a534b09caf06b0ab864a06d8e9aeeb9b7ef8de6f9590a5d3e0710975e5,2023-06-27_181915_Public_CommentCorrespondence_23-2374_181915.pdf,2,3.675,False,4.5,3.5,2.0,6.5,False,True,5.75,2,1.6,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-06-27_181915_Public_CommentCorrespondence_23-2374_181915.pdf
1254,e6a3998654a95fb730b9899664426b49f0a9174153fd09f796306f0cdca5ec64,2025-01-07_199389_Revised_motion_by_Supervisors_Horvath_and_Barger_25-0192_199389.pdf,2,3.675,False,3.5,1.5,3.5,8.0,False,False,3.9,2,3.45,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-07_199389_Revised_motion_by_Supervisors_Horvath_and_Barger_25-0192_199389.pdf
1255,ec84b51c6cdfb8f5f4d5bc93b5901da920b550fcd92c87530f47514738640bac,2023-12-19_186940_Revised_motion_by_Supervisor_Solis_23-4543_186940.pdf,2,3.675,False,5.5,2.5,2.0,6.5,False,True,5.3,2,2.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_186940_Revised_motion_by_Supervisor_Solis_23-4543_186940.pdf
1256,f9295f90e15b6ff9b8a7a289947a2b3633226edfe153da28ca02ba0e3a376b6b,2024-03-06_189186_Certified_Ordinance_24-0704_189186.pdf,2,3.675,False,6.0,1.5,3.0,5.0,False,False,3.85,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-03-06_189186_Certified_Ordinance_24-0704_189186.pdf
